projectId,name,priority,difficulty,status,lastUpdated,dueDate,organisationName,percentMapped,percentValidated,totalArea,country,creation_date,totalContributors,author
18049,"Saka Ward, Garissa County",MEDIUM,MODERATE,PUBLISHED,2024-11-17 12:14:14.934886,2024-12-06 21:00:00,OSM Kenya,100.00,0.00,1039.418,['Kenya'],2024-11-14 20:44:56.340812,6,walter mayeku
18048,"Hadado Athibohol Ward, Garissa County",MEDIUM,MODERATE,PUBLISHED,2024-11-17 12:23:15.761054,2024-12-06 21:00:00,OSM Kenya,100.00,0.00,2824.120,['Kenya'],2024-11-14 20:41:54.263591,12,walter mayeku
18047,"Habaswein Ward, Garissa County",MEDIUM,MODERATE,PUBLISHED,2024-11-17 11:29:29.842365,2024-12-06 21:00:00,OSM Kenya,100.00,0.00,2503.639,['Kenya'],2024-11-14 20:38:28.847224,15,walter mayeku
18046,"Bute Ward, Garissa County",MEDIUM,MODERATE,PUBLISHED,2024-11-17 11:57:54.416376,2024-12-06 21:00:00,OSM Kenya,100.00,0.00,519.943,['Kenya'],2024-11-14 20:22:05.077091,8,walter mayeku
18045,"Bura Ward, Garissa County",MEDIUM,MODERATE,PUBLISHED,2024-11-17 11:48:44.226348,2024-11-29 21:00:00,OSM Kenya,100.00,27.42,3724.812,['Kenya'],2024-11-14 20:13:20.141351,18,walter mayeku
18036,"Water Scarcity: Gokwe Town, Zimbabwe",MEDIUM,MODERATE,PUBLISHED,2025-10-25 14:46:00.529762,,Ladies In Maps Zimbabwe,44.36,14.39,33.492,['Zimbabwe'],2024-11-13 08:53:42.955813,25,Letwin Pondo
18026,Kuzguncuk & İcadiye - ANTIQUAKE ,MEDIUM,MODERATE,PUBLISHED,2025-06-01 17:43:22.515340,2024-11-29 21:00:00,Yer Cizenler,100.00,4.23,2.078,['Turkey'],2024-11-11 19:05:36.982385,27,Can Ünen
17996,"SLSU Map for Climate - San Isidro, Leyte",MEDIUM,MODERATE,PUBLISHED,2025-10-08 12:47:54.942782,,Open Mapping Hub Asia-Pacific,99.63,3.85,127.159,['Philippines'],2024-11-07 02:07:09.374411,125,Honey Fombuena
17990,Thwake Dam Catchment Solid Waste Mapping 6,MEDIUM,MODERATE,PUBLISHED,2025-10-29 15:34:03.407250,2025-06-29 21:00:00,National Environment Management Authority (NEMA) Kenya,7.99,0.00,148.780,['Kenya'],2024-11-05 11:54:37.762343,60,Becky Candy
17989,Thwake Dam Catchment Solid Waste Mapping 5,MEDIUM,MODERATE,PUBLISHED,2025-10-20 20:01:21.756298,2025-06-29 21:00:00,National Environment Management Authority (NEMA) Kenya,2.13,0.00,269.568,['Kenya'],2024-11-05 11:53:17.890534,11,Becky Candy
17988,Thwake Dam Catchment Solid Waste Mapping 4,MEDIUM,MODERATE,PUBLISHED,2025-10-26 15:06:27.975744,2025-06-29 21:00:00,National Environment Management Authority (NEMA) Kenya,17.44,0.17,190.675,['Kenya'],2024-11-05 11:51:24.132296,30,Becky Candy
17987,Thwake Dam Catchment Solid Waste Mapping 3,MEDIUM,MODERATE,PUBLISHED,2025-03-23 19:48:33.423825,2025-06-29 21:00:00,National Environment Management Authority (NEMA) Kenya,14.62,0.26,246.956,['Kenya'],2024-11-05 11:50:06.727692,16,Becky Candy
17985,Thwake Dam Catchment Solid Waste Mapping 2,MEDIUM,MODERATE,PUBLISHED,2025-07-17 11:36:05.495319,2025-06-29 21:00:00,National Environment Management Authority (NEMA) Kenya,31.28,20.28,507.078,['Kenya'],2024-11-05 11:08:57.732229,29,Becky Candy
17984,Thwake Dam Catchment Solid Waste Mapping 1,MEDIUM,MODERATE,PUBLISHED,2025-09-09 12:07:22.535044,2025-06-29 21:00:00,National Environment Management Authority (NEMA) Kenya,47.46,0.10,84.559,['Kenya'],2024-11-05 10:56:28.112284,19,Becky Candy
17976,"Kerio Ward, Turkana County - Mapping for flood resilience",MEDIUM,MODERATE,PUBLISHED,2025-10-06 12:19:59.859949,2024-12-30 21:00:00,Kenya Red Cross,99.47,3.48,27.896,['Kenya'],2024-11-04 18:29:06.411597,53,Boneya Hassan
17975,"Kalokol Ward, Turkana County - Mapping for flood resilience",MEDIUM,MODERATE,PUBLISHED,2025-06-23 06:52:10.269677,2024-12-30 21:00:00,Kenya Red Cross,100.00,4.27,31.310,['Kenya'],2024-11-04 13:42:06.007627,57,Boneya Hassan
17927,EUthMappers-Chipinge District - Mapping Building - Test,MEDIUM,MODERATE,PUBLISHED,2025-09-06 11:16:27.912807,,OSM Vietnam,27.27,0.00,33.615,['Zimbabwe'],2024-10-28 15:23:50.707372,38,Huy Nguyễn
17823,Tokar floodings,MEDIUM,MODERATE,PUBLISHED,2025-11-01 20:29:17.756872,,OSM Sudan,28.80,11.69,21.242,['Sudan'],2024-10-17 22:14:05.796616,73,HASSAN ARABAB
17821,Hhohho Point input,MEDIUM,MODERATE,PUBLISHED,2025-06-06 13:49:48.943198,2024-10-17 22:00:00,National Disaster Management Agency Eswatini,5.13,0.00,3789.474,['Eswatini'],2024-10-17 09:22:58.928860,16,Sibusiso Ginindza
17803,"Missing Maps: roads in Mizoram State, India (31)",MEDIUM,MODERATE,PUBLISHED,2025-10-31 22:19:16.296207,,Médecins Sans Frontières (MSF) ,37.59,0.00,1451.632,['India'],2024-10-16 10:39:53.918357,17,Jorieke Vyncke
17802,"Missing Maps: residential areas, roads & rivers in Mizoram State, India (30)",MEDIUM,MODERATE,PUBLISHED,2025-10-24 09:38:21.196803,,Médecins Sans Frontières (MSF) ,47.62,10.71,1035.251,['India'],2024-10-16 10:39:11.785851,49,Jorieke Vyncke
17801,"Missing Maps: residential areas, roads & rivers in Mizoram State, India (29)",MEDIUM,MODERATE,PUBLISHED,2025-09-22 11:34:19.248796,,Médecins Sans Frontières (MSF) ,100.00,13.21,1178.142,['India'],2024-10-16 10:38:27.126436,97,Jorieke Vyncke
17800,"Missing Maps: residential areas, roads & rivers in Mizoram State, India (28)",MEDIUM,MODERATE,PUBLISHED,2025-09-27 12:26:53.878841,,Médecins Sans Frontières (MSF) ,84.03,0.69,1445.465,['India'],2024-10-16 10:29:51.016725,128,Jorieke Vyncke
17799,"Missing Maps: Roads & residential landuse in Sokoto, Nigeria (21)",MEDIUM,MODERATE,PUBLISHED,2025-11-02 10:54:39.739986,,Médecins Sans Frontières (MSF) ,56.78,2.54,439.884,['Nigeria'],2024-10-15 17:30:26.355551,40,Jorieke Vyncke
17798,"Missing Maps: Roads & residential landuse in Sokoto, Nigeria (20)",MEDIUM,MODERATE,PUBLISHED,2025-07-11 16:04:14.524107,,Médecins Sans Frontières (MSF) ,100.00,0.00,414.221,['Nigeria'],2024-10-15 15:55:47.270160,135,Jorieke Vyncke
17797,"Missing Maps: Roads & residential landuse in Sokoto, Nigeria (19)",MEDIUM,MODERATE,PUBLISHED,2025-06-12 15:42:06.101139,,Médecins Sans Frontières (MSF) ,100.00,0.00,199.043,['Nigeria'],2024-10-15 13:19:56.068567,33,Jorieke Vyncke
17795,"Missing Maps: Roads & residential landuse in Sokoto, Nigeria (18)",MEDIUM,MODERATE,PUBLISHED,2025-10-31 19:59:03.780033,,Médecins Sans Frontières (MSF) ,100.00,16.33,189.603,['Nigeria'],2024-10-15 10:28:34.727585,36,Jorieke Vyncke
17793,"Missing Maps: Roads & residential landuse in Sokoto, Nigeria (16)",MEDIUM,MODERATE,PUBLISHED,2025-07-08 06:07:39.299941,,Médecins Sans Frontières (MSF) ,100.00,16.13,96.342,['Nigeria'],2024-10-15 10:14:40.662680,46,Jorieke Vyncke
17730,"Delimitación de uso del suelo Corregimiento de Gualmatán, Pasto - Reserva Volcán Galeras",MEDIUM,MODERATE,PUBLISHED,2025-05-07 03:24:24.782172,2024-11-30 05:00:00,Comunidad OSM Colombia,72.55,0.00,21.376,['Colombia'],2024-10-03 03:49:18.947736,20,Sebastian Bravo
17725,,MEDIUM,MODERATE,PUBLISHED,2025-07-04 16:51:05.192815,2024-10-31 05:00:00,Comunidad OSM Colombia,92.86,15.48,19.706,['Colombia'],2024-10-02 02:18:27.899543,49,Andres Gomez Casanova
17682,"Missing Maps: Bassiknou District, Mauritania - Mbera camp",MEDIUM,CHALLENGING,PUBLISHED,2025-11-01 19:03:56.718027,,Médecins Sans Frontières (MSF) ,76.08,56.81,13.453,['Mauritania'],2024-09-25 12:25:34.732089,36,Jorieke Vyncke
17640,"Marmara Earthquake Preparedness - Kagithane, Istanbul, Türkiye - 2",MEDIUM,MODERATE,PUBLISHED,2025-08-08 11:20:02.636781,2024-02-28 21:00:00,Yer Cizenler,100.00,25.79,5.547,['Turkey'],2024-09-22 20:34:52.733030,78,Said Turksever
17591,"Manzoor Colony-Karachi, Pakistan | Roads",MEDIUM,MODERATE,PUBLISHED,2025-08-28 11:53:20.600868,,Open Mapping Hub Asia-Pacific,86.67,0.00,1.015,['Pakistan'],2024-09-13 09:42:49.723252,28,Honey Fombuena
17590,"Manzoor Colony-Karachi, Pakistan | Buildings",MEDIUM,MODERATE,PUBLISHED,2025-10-27 19:41:13.796540,,Open Mapping Hub Asia-Pacific,1.20,0.00,1.015,['Pakistan'],2024-09-13 09:27:54.080638,22,Honey Fombuena
17575,"Delhi Colony-Karachi, Pakistan | Roads",MEDIUM,MODERATE,PUBLISHED,2025-10-27 21:26:57.700089,,Open Mapping Hub Asia-Pacific,91.53,0.00,0.179,['Pakistan'],2024-09-11 10:42:00.909714,26,Honey Fombuena
17574,"Delhi Colony-Karachi, Pakistan | Buildings",MEDIUM,MODERATE,PUBLISHED,2025-10-28 20:14:57.566444,,Open Mapping Hub Asia-Pacific,34.92,0.00,0.179,['Pakistan'],2024-09-11 10:30:15.061218,23,Honey Fombuena
17566,OSMVN- YagiMapping- 01 - YenBai,MEDIUM,EASY,PUBLISHED,2025-08-11 00:24:49.346936,,OSM Vietnam,56.29,3.97,58.523,['Vietnam'],2024-09-10 02:25:16.160481,132,Huy Nguyễn
17565,,MEDIUM,MODERATE,PUBLISHED,2025-10-28 19:54:20.770685,2024-10-31 05:00:00,Open Mapping Hub for Latin America and the Caribbean,93.00,87.81,35.633,['Argentina'],2024-09-09 19:33:23.667969,81,Juan Carlos Melo Luna
17523,"Flood Response and Preparedness in Dikwa, Nigeria. ",MEDIUM,EASY,PUBLISHED,2025-07-10 10:28:12.068987,2024-09-19 22:00:00,Geohazards Risk Mapping Initiative,100.00,98.88,19.050,['Nigeria'],2024-09-04 10:43:55.931158,338,Taiwo Ogunwumi
17521,Large scale geographic reference system in Cameroon _Buildings ( NW0403) ,MEDIUM,EASY,PUBLISHED,2025-10-24 23:10:56.232865,,GeOsm Family,99.17,0.00,313.895,['Cameroon'],2024-09-04 09:41:27.414732,92,B.Kouma Miguel
17520,Andhra Pradesh Flood Mappping 2024,MEDIUM,EASY,PUBLISHED,2025-10-30 14:04:42.653264,2024-10-30 18:30:00,OSM India,93.02,32.14,4288.912,['India'],2024-09-04 05:49:56.638207,3776,ark Arjun
17519,,MEDIUM,MODERATE,PUBLISHED,2025-07-20 16:45:40.235922,2024-11-30 05:00:00,Open Mapping Hub for Latin America and the Caribbean,81.48,48.15,0.315,['Colombia'],2024-09-03 22:28:29.975613,79,Juan Carlos Melo Luna
17458,,MEDIUM,MODERATE,PUBLISHED,2025-10-20 08:57:30.332435,2024-11-30 05:00:00,Open Mapping Hub for Latin America and the Caribbean,100.00,13.76,1.800,['Colombia'],2024-08-27 21:40:56.916620,37,Juan Carlos Melo Luna
17447,Flood in Bangladesh - 4,MEDIUM,MODERATE,PUBLISHED,2025-08-20 12:48:32.548948,,OSM Bangladesh,32.12,10.22,421.970,['Bangladesh'],2024-08-23 14:22:15.029021,94,Md. Samsul Arafin
17446,Flood 2024 in Bangladesh - 3,MEDIUM,MODERATE,PUBLISHED,2025-08-20 12:47:58.388106,,OSM Bangladesh,61.70,3.04,807.486,['Bangladesh'],2024-08-23 14:06:41.092724,293,Md. Samsul Arafin
17430,Flood 2024 in Bangladesh -2,MEDIUM,MODERATE,PUBLISHED,2025-08-20 12:47:03.154128,,OSM Bangladesh,100.00,16.08,235.100,['Bangladesh'],2024-08-22 15:18:08.177297,291,Md. Samsul Arafin
17408,"Missing Maps: residential areas, roads & rivers in Mizoram State, India (27)",MEDIUM,MODERATE,PUBLISHED,2025-05-07 18:01:32.564788,,Médecins Sans Frontières (MSF) ,100.00,1.43,801.536,['India'],2024-08-21 08:42:02.353025,107,Jorieke Vyncke
17407,"Missing Maps: residential areas, roads & rivers in Mizoram State, India (26)",MEDIUM,MODERATE,PUBLISHED,2024-11-15 06:03:12.955874,,Médecins Sans Frontières (MSF) ,100.00,14.29,885.267,['India'],2024-08-21 08:40:44.027962,85,Jorieke Vyncke
17406,"Missing Maps: residential areas, roads & rivers in Mizoram State, India (25)",MEDIUM,MODERATE,PUBLISHED,2025-08-06 18:51:14.149288,,Médecins Sans Frontières (MSF) ,100.00,28.07,784.635,['India'],2024-08-21 08:38:58.676557,109,Jorieke Vyncke
17333,MISE A JOUR DE LA CARTOGRAPHIE DES BATIMENTS DANS LA ZONE DE KANIAMBOUA,MEDIUM,MODERATE,PUBLISHED,2025-08-20 16:05:35.453053,,OSM Togo,100.00,51.72,5.435,['Togo'],2024-08-10 13:30:32.248600,15,Kodjo Elom Ezéchiel AMETOVENA
17320,Eco-Smart Cities OSM 20th Anniversary,MEDIUM,MODERATE,PUBLISHED,2025-09-09 21:26:30.959812,2024-08-31 00:00:00,OSM Côte d'Ivoire,17.58,1.14,518.838,"[""Côte d'Ivoire""]",2024-08-08 18:17:12.852622,65,Guy Pacome Adingra
17299,Large scale geographic reference system in Cameroon _Buildings ( CE0501) ,MEDIUM,EASY,PUBLISHED,2025-09-19 21:43:54.523726,,GeOsm Family,91.20,0.00,494.222,['Cameroon'],2024-08-06 10:07:56.068479,27,B.Kouma Miguel
17297,"Missing Maps: Korjamus, South Sudan",MEDIUM,EASY,PUBLISHED,2025-02-07 13:51:07.779137,,German Red Cross,100.00,6.84,132.418,['South Sudan'],2024-08-05 11:27:18.627012,46,Isabell Klipper
17285,Wayand Landslide Mapping 2024,MEDIUM,MODERATE,PUBLISHED,2025-09-19 14:33:38.555625,2024-08-29 18:30:00,OSM India,100.00,66.30,50.461,['India'],2024-07-30 14:57:10.459557,33,ark Arjun
17279,Mise a jour de la Cartographie de la ville de Niamey Projet OMAN,MEDIUM,MODERATE,PUBLISHED,2024-12-11 20:27:01.604555,,OSM Niger,7.64,3.65,99.633,['Niger'],2024-07-28 10:46:01.478354,92,Fatiman Alher
17270,"Heavy Rain in Sakata, Yamagata, Japan, 25 July 2024",MEDIUM,EASY,PUBLISHED,2025-08-05 20:06:12.374716,2025-07-30 15:00:00,Crisis Mappers Japan,100.00,8.93,16.520,['Japan'],2024-07-26 01:33:19.640132,261,Taichi Furuhashi
17266,"Durban, KwaZulu Natal Floods + Strong Winds",MEDIUM,MODERATE,PUBLISHED,2025-11-01 09:31:42.756146,,Open Mapping Hub ESA,100.00,86.55,163.232,['South Africa'],2024-07-24 21:05:41.173880,65,Letwin Pondo
17248,Large scale geographic reference system in Cameroon _Buildings ( NO0404) ,MEDIUM,EASY,PUBLISHED,2025-10-30 15:43:02.346020,,GeOsm Family,71.43,0.00,3079.675,['Cameroon'],2024-07-21 14:08:58.912834,83,B.Kouma Miguel
17247,Large scale geographic reference system in Cameroon _Buildings ( NO0403C) ,MEDIUM,EASY,PUBLISHED,2025-10-27 23:09:43.640986,,GeOsm Family,21.43,0.00,3509.669,['Cameroon'],2024-07-21 14:04:46.053531,48,B.Kouma Miguel
17246,Large scale geographic reference system in Cameroon _Buildings ( NO0403B) ,MEDIUM,EASY,PUBLISHED,2025-08-05 18:59:51.811407,,GeOsm Family,65.38,0.00,4097.461,['Cameroon'],2024-07-21 14:00:58.088114,22,B.Kouma Miguel
17245,Large scale geographic reference system in Cameroon _Buildings ( NO0403A) ,MEDIUM,EASY,PUBLISHED,2025-08-08 13:02:13.673850,,GeOsm Family,54.05,0.00,2456.922,['Cameroon'],2024-07-21 13:57:58.305051,62,B.Kouma Miguel
17244,Large scale geographic reference system in Cameroon _Buildings ( NO0402B) ,MEDIUM,EASY,PUBLISHED,2025-10-06 14:59:47.429479,,GeOsm Family,5.71,0.00,4365.182,['Cameroon'],2024-07-21 13:44:20.513682,35,B.Kouma Miguel
17243,Large scale geographic reference system in Cameroon _Buildings ( NO0402A ,MEDIUM,EASY,PUBLISHED,2025-10-08 14:21:18.086538,,GeOsm Family,43.94,0.00,4443.700,['Cameroon'],2024-07-21 13:41:32.958278,70,B.Kouma Miguel
17242,Large scale geographic reference system in Cameroon _Buildings ( NO0401D) ,MEDIUM,EASY,PUBLISHED,2025-07-31 12:53:57.487303,,GeOsm Family,58.06,0.00,2440.818,['Cameroon'],2024-07-21 13:32:52.520430,52,B.Kouma Miguel
17241,Large scale geographic reference system in Cameroon _Buildings ( NO0401C) ,MEDIUM,EASY,PUBLISHED,2025-10-30 16:41:28.159130,,GeOsm Family,31.67,0.00,3699.136,['Cameroon'],2024-07-21 13:28:37.471101,38,B.Kouma Miguel
17240,Large scale geographic reference system in Cameroon _Buildings ( NO0401B) ,MEDIUM,EASY,PUBLISHED,2025-11-01 11:59:40.231943,,GeOsm Family,47.73,0.00,4304.411,['Cameroon'],2024-07-21 13:24:06.104306,21,B.Kouma Miguel
17239,Large scale geographic reference system in Cameroon _Buildings ( NO0401A) ,MEDIUM,EASY,PUBLISHED,2025-10-24 11:57:31.686588,,GeOsm Family,86.73,0.00,4164.959,['Cameroon'],2024-07-21 13:13:15.682770,91,B.Kouma Miguel
17238,Large scale geographic reference system in Cameroon _Buildings ( NO0302) ,MEDIUM,EASY,PUBLISHED,2025-09-18 09:09:11.301634,,GeOsm Family,47.83,0.00,1652.532,['Cameroon'],2024-07-21 12:39:09.140505,60,B.Kouma Miguel
17237,Large scale geographic reference system in Cameroon _Buildings ( NO0301C) ,MEDIUM,EASY,PUBLISHED,2025-09-15 13:27:33.905592,,GeOsm Family,37.93,0.00,3461.543,['Cameroon'],2024-07-21 12:33:02.643507,18,B.Kouma Miguel
17236,Large scale geographic reference system in Cameroon _Buildings ( NO0301B) ,MEDIUM,EASY,PUBLISHED,2025-09-23 14:56:17.475711,,GeOsm Family,31.82,0.00,2625.098,['Cameroon'],2024-07-21 12:29:39.656480,18,B.Kouma Miguel
17235,Large scale geographic reference system in Cameroon _Buildings ( NO0301A) ,MEDIUM,EASY,PUBLISHED,2025-09-18 05:45:42.629921,,GeOsm Family,87.03,0.00,3955.039,['Cameroon'],2024-07-21 12:22:39.580269,86,B.Kouma Miguel
17234,"Mapping Building Footprints in Conflict-Affected Areas: Mocímboa da Praia, Cabo Delgado ",MEDIUM,MODERATE,PUBLISHED,2025-04-04 11:57:06.459505,2025-07-17 22:00:00,#MapeandoMeuBairro,100.00,0.00,27.158,['Mozambique'],2024-07-18 20:51:46.525448,10,Dirceu Matusse
17233,"Cartographie region de ""Goh"" Gagnoa ",MEDIUM,MODERATE,PUBLISHED,2025-07-23 10:18:33.923812,,OSM Côte d'Ivoire,37.09,0.00,1712.968,"[""Côte d'Ivoire""]",2024-07-18 17:29:06.548761,42,Guy Pacome Adingra
17232,"Mapping Building Footprints in Conflict-Affected Areas: Palma, Cabo Delgado",MEDIUM,MODERATE,PUBLISHED,2025-08-21 16:41:07.261562,2025-08-17 22:00:00,#MapeandoMeuBairro,100.00,9.99,78.513,['Mozambique'],2024-07-18 17:18:47.046089,41,Dirceu Matusse
17225,Large scale geographic reference system in Cameroon _Buildings ( NO0203) ,MEDIUM,EASY,PUBLISHED,2025-04-24 02:27:05.226459,,GeOsm Family,100.00,0.00,886.230,['Cameroon'],2024-07-18 04:30:10.779909,2,B.Kouma Miguel
17224,Large scale geographic reference system in Cameroon _Buildings ( NO0202) ,MEDIUM,EASY,PUBLISHED,2025-10-11 17:05:57.903990,,GeOsm Family,16.67,0.00,1394.845,['Cameroon'],2024-07-18 04:04:04.548109,14,B.Kouma Miguel
17223,Large scale geographic reference system in Cameroon _Buildings ( NO0201) ,MEDIUM,EASY,PUBLISHED,2025-08-24 21:02:32.074380,,GeOsm Family,10.53,0.00,1945.637,['Cameroon'],2024-07-18 03:53:21.164731,13,B.Kouma Miguel
17222,Large scale geographic reference system in Cameroon _Buildings ( NO0112) ,MEDIUM,EASY,PUBLISHED,2025-06-14 12:49:22.225800,,GeOsm Family,26.67,0.00,1098.756,['Cameroon'],2024-07-18 03:47:19.235293,22,B.Kouma Miguel
17221,Large scale geographic reference system in Cameroon _Buildings (NO0111) ,MEDIUM,EASY,PUBLISHED,2025-07-28 20:51:41.266173,,GeOsm Family,100.00,0.00,566.413,['Cameroon'],2024-07-18 03:42:58.606819,71,B.Kouma Miguel
17220,Large scale geographic reference system in Cameroon _Buildings ( NO0110) ,MEDIUM,EASY,PUBLISHED,2025-05-14 19:37:11.965147,,GeOsm Family,2.94,0.00,1049.375,['Cameroon'],2024-07-18 03:21:16.140087,28,B.Kouma Miguel
17219,Large scale geographic reference system in Cameroon _Buildings ( NO0109) ,MEDIUM,EASY,PUBLISHED,2025-06-17 07:56:34.257783,,GeOsm Family,15.79,0.00,956.188,['Cameroon'],2024-07-18 03:16:52.278213,22,B.Kouma Miguel
17218,Large scale geographic reference system in Cameroon _Buildings ( NO0108) ,MEDIUM,EASY,PUBLISHED,2025-10-28 19:53:18.047193,,GeOsm Family,14.29,0.00,260.275,['Cameroon'],2024-07-18 03:12:18.341063,16,B.Kouma Miguel
17217,Large scale geographic reference system in Cameroon _Buildings ( NO0107) ,MEDIUM,EASY,PUBLISHED,2025-09-05 12:46:25.561858,,GeOsm Family,44.44,0.00,74.440,['Cameroon'],2024-07-18 03:07:30.604394,19,B.Kouma Miguel
17216,Large scale geographic reference system in Cameroon _Buildings ( NO0106) ,MEDIUM,EASY,PUBLISHED,2025-09-24 20:05:28.978257,,GeOsm Family,64.29,0.00,2633.736,['Cameroon'],2024-07-18 03:02:22.731905,37,B.Kouma Miguel
17215,Large scale geographic reference system in Cameroon _Buildings ( NO0105) ,MEDIUM,EASY,PUBLISHED,2025-08-28 16:12:01.092881,,GeOsm Family,53.33,0.00,602.591,['Cameroon'],2024-07-18 02:57:23.927960,19,B.Kouma Miguel
17214,Large scale geographic reference system in Cameroon _Buildings ( NO0104) ,MEDIUM,EASY,PUBLISHED,2025-06-16 05:31:36.999897,,GeOsm Family,21.43,0.00,2231.546,['Cameroon'],2024-07-18 02:52:24.512182,20,B.Kouma Miguel
17213,Large scale geographic reference system in Cameroon _Buildings ( NO0103) ,MEDIUM,EASY,PUBLISHED,2024-07-22 13:21:03.227122,,GeOsm Family,0.00,0.00,1538.694,['Cameroon'],2024-07-18 02:47:46.059881,14,B.Kouma Miguel
17212,Large scale geographic reference system in Cameroon _Buildings ( NO0102) ,MEDIUM,EASY,PUBLISHED,2025-10-17 03:08:00.820010,,GeOsm Family,13.04,0.00,2564.878,['Cameroon'],2024-07-18 02:41:42.588347,11,B.Kouma Miguel
17211,Large scale geographic reference system in Cameroon _Buildings ( NO0101) ,MEDIUM,EASY,PUBLISHED,2025-07-09 21:49:20.137008,,GeOsm Family,63.16,0.00,89.866,['Cameroon'],2024-07-18 02:36:43.592616,30,B.Kouma Miguel
17210,Mapping Ndirande - Buildings and Environmental Pollutants (Waste),MEDIUM,MODERATE,PUBLISHED,2025-09-26 11:03:50.634383,2024-07-30 22:00:00,OSM Malawi,75.16,0.64,7.722,['Malawi'],2024-07-17 14:58:42.400182,142,Patrick Ken Kalonde
17203,Ghana NHDSS,MEDIUM,MODERATE,PUBLISHED,2025-11-02 10:23:38.633945,2024-07-14 22:00:00,Akros,42.55,3.55,1640.405,['Ghana'],2024-07-15 10:37:51.869484,42,Frazer Bwalya
17193,Large scale geographic reference system in Cameroon _Buildings ( SW0603) ,MEDIUM,EASY,PUBLISHED,2025-06-04 05:31:23.292511,,GeOsm Family,12.50,0.00,1031.441,['Cameroon'],2024-07-12 16:13:01.718829,9,B.Kouma Miguel
17192,Large scale geographic reference system in Cameroon _Buildings ( SW0602) ,MEDIUM,EASY,PUBLISHED,2025-05-21 14:51:29.684824,,GeOsm Family,15.38,0.00,1856.242,['Cameroon'],2024-07-12 16:07:36.770528,7,B.Kouma Miguel
17191,Large scale geographic reference system in Cameroon _Buildings ( SW0601) ,MEDIUM,EASY,PUBLISHED,2025-07-30 15:10:01.035637,,GeOsm Family,40.00,0.00,571.988,['Cameroon'],2024-07-12 16:02:38.074954,13,B.Kouma Miguel
17190,Large scale geographic reference system in Cameroon _Buildings ( SW0509) ,MEDIUM,EASY,PUBLISHED,2025-07-19 15:10:01.420848,,GeOsm Family,72.73,0.00,1492.495,['Cameroon'],2024-07-12 15:52:53.126940,12,B.Kouma Miguel
17188,Large scale geographic reference system in Cameroon _Buildings ( SW0508) ,MEDIUM,EASY,PUBLISHED,2025-05-31 14:04:34.987930,,GeOsm Family,100.00,0.00,404.734,['Cameroon'],2024-07-12 13:28:21.097708,9,B.Kouma Miguel
17187,Large scale geographic reference system in Cameroon _Buildings ( SW0507) ,MEDIUM,EASY,PUBLISHED,2025-07-23 21:49:47.865974,,GeOsm Family,80.87,0.00,266.919,['Cameroon'],2024-07-12 13:15:33.615230,12,B.Kouma Miguel
17186,Large scale geographic reference system in Cameroon _Buildings ( SW0506) ,MEDIUM,EASY,PUBLISHED,2025-06-24 06:39:25.938950,,GeOsm Family,9.09,0.00,416.661,['Cameroon'],2024-07-12 13:09:51.556550,11,B.Kouma Miguel
17185,Large scale geographic reference system in Cameroon _Buildings ( SW0505) ,MEDIUM,EASY,PUBLISHED,2025-09-11 09:34:49.652002,,GeOsm Family,27.78,0.00,132.055,['Cameroon'],2024-07-12 13:04:44.247823,16,B.Kouma Miguel
17184,Large scale geographic reference system in Cameroon _Buildings ( SW0504) ,MEDIUM,EASY,PUBLISHED,2025-09-10 12:13:16.258423,,GeOsm Family,100.00,100.00,370.515,['Cameroon'],2024-07-12 12:46:03.063134,21,B.Kouma Miguel
17183,Large scale geographic reference system in Cameroon _Buildings ( SW0503) ,MEDIUM,EASY,PUBLISHED,2025-05-19 06:13:25.935050,,GeOsm Family,100.00,0.00,669.974,['Cameroon'],2024-07-12 12:40:03.763995,2,B.Kouma Miguel
17181,Large scale geographic reference system in Cameroon _Buildings ( SW0502) ,MEDIUM,EASY,PUBLISHED,2025-07-24 09:33:44.905245,,GeOsm Family,68.75,0.00,703.422,['Cameroon'],2024-07-12 12:29:14.113800,21,B.Kouma Miguel
17180,Large scale geographic reference system in Cameroon _Buildings ( SW0501) ,MEDIUM,EASY,PUBLISHED,2025-10-31 21:16:29.671403,,GeOsm Family,73.66,0.00,1858.083,['Cameroon'],2024-07-12 12:23:16.280660,24,B.Kouma Miguel
17179,Large scale geographic reference system in Cameroon _Buildings ( SW0405) ,MEDIUM,EASY,PUBLISHED,2025-06-16 19:40:40.292222,,GeOsm Family,59.09,0.00,408.471,['Cameroon'],2024-07-12 12:06:58.896357,43,B.Kouma Miguel
17178,Large scale geographic reference system in Cameroon _Buildings ( SW0404) ,MEDIUM,EASY,PUBLISHED,2025-05-25 17:10:43.243513,,GeOsm Family,20.00,0.00,228.617,['Cameroon'],2024-07-12 12:01:55.498530,17,B.Kouma Miguel
17177,Large scale geographic reference system in Cameroon _Buildings ( SW0403) ,MEDIUM,EASY,PUBLISHED,2025-06-23 14:32:21.363737,,GeOsm Family,8.33,0.00,976.975,['Cameroon'],2024-07-12 11:53:00.118647,19,B.Kouma Miguel
17176,Large scale geographic reference system in Cameroon _Buildings ( SW0402) ,MEDIUM,EASY,PUBLISHED,2025-07-24 10:32:20.021159,,GeOsm Family,40.00,0.00,802.444,['Cameroon'],2024-07-12 11:35:00.025349,18,B.Kouma Miguel
